# File generated by CMD 3.5 (http://stev.oapd.inaf.it/cmd) on Mon Oct 11 13:38:36 CEST 2021
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# Photometric system: Gaia DR2 + Tycho2 + 2MASS (all Vegamags, Gaia passbands from Weiler 2018)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPbrmag  G_BPftmag  G_RPmag  B_Tmag  V_Tmag  Jmag    Hmag    Ksmag
0.0056 -0.43462 10.11394 0.8691061139 2.4407002926    0.867  0.559  3.7090  3.605    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -4.36e-13      0.00 7.452e-01 2.493e-01 9.640e-04 2.635e-04 2.394e-03 -1.000 5.465e-03 3.372 3.351 3.777 3.808 2.752 4.540 3.692 2.036 1.574 1.504
0.0056 -0.43462 10.11394 0.8697847128 2.4408962727    0.868  0.601  3.7074  3.557    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -5.12e-13      0.00 7.430e-01 2.516e-01 9.669e-04 2.644e-04 2.402e-03 -1.000 5.438e-03 3.268 3.251 3.680 3.712 2.649 4.449 3.595 1.927 1.460 1.389
0.0056 -0.43462 10.11394 0.8704429269 2.4410860538    0.868  0.644  3.7060  3.509    3  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -6.05e-13      0.00 7.407e-01 2.539e-01 9.685e-04 2.654e-04 2.409e-03 -1.000 5.454e-03 3.160 3.146 3.578 3.610 2.541 4.352 3.493 1.814 1.343 1.272
0.0056 -0.43462 10.11394 0.8710061908 2.4412481785    0.869  0.684  3.7049  3.464    3  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -7.05e-13      0.00 7.386e-01 2.559e-01 9.683e-04 2.667e-04 2.414e-03 -1.000 5.474e-03 3.060 3.049 3.483 3.515 2.442 4.262 3.397 1.710 1.236 1.164
0.0056 -0.43462 10.11394 0.8715556860 2.4414060116    0.869  0.726  3.7038  3.418    3  0.000  0.532     0.00     0.00     0.00     0.00     0.00 -1 -8.26e-13      0.00 7.365e-01 2.580e-01 9.650e-04 2.697e-04 2.418e-03 -1.000 5.475e-03 2.955 2.946 3.383 3.415 2.337 4.166 3.296 1.601 1.123 1.051
0.0056 -0.43462 10.11394 0.8720846772 2.4415578842    0.870  0.769  3.7027  3.371    3  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1  -9.7e-13      0.00 7.344e-01 2.601e-01 9.590e-04 2.750e-04 2.422e-03 -1.000 5.478e-03 2.847 2.841 3.280 3.312 2.229 4.067 3.193 1.489 1.008 0.936
0.0056 -0.43462 10.11394 0.8725405335 2.4416885376    0.870  0.809  3.7017  3.327    3  0.000  0.523     0.00     0.00     0.00     0.00     0.00 -1 -1.13e-12      0.00 7.327e-01 2.618e-01 9.510e-04 2.831e-04 2.425e-03 -1.000 5.495e-03 2.747 2.743 3.184 3.216 2.130 3.975 3.097 1.386 0.902 0.829
0.0056 -0.43462 10.11394 0.8730146289 2.4418241978    0.871  0.854  3.7005  3.278    3  0.000  0.517     0.00     0.00     0.00     0.00     0.00 -1 -1.33e-12      0.00 7.310e-01 2.635e-01 9.407e-04 2.950e-04 2.428e-03 -1.000 5.527e-03 2.634 2.633 3.076 3.109 2.017 3.872 2.989 1.269 0.781 0.708
0.0056 -0.43462 10.11394 0.8734243512 2.4419414997    0.871  0.896  3.6994  3.232    3  0.000  0.511     0.00     0.00     0.00     0.00     0.00 -1 -1.56e-12      0.00 7.296e-01 2.648e-01 9.312e-04 3.063e-04 2.429e-03 -1.000 5.532e-03 2.530 2.532 2.977 3.010 1.914 3.778 2.890 1.161 0.670 0.596
0.0056 -0.43462 10.11394 0.8737834096 2.4420440197    0.871  0.935  3.6982  3.188    3  0.000  0.507     0.00     0.00     0.00     0.00     0.00 -1  -1.8e-12      0.00 7.286e-01 2.658e-01 9.236e-04 3.156e-04 2.431e-03 -1.000 5.546e-03 2.432 2.436 2.884 2.917 1.815 3.690 2.796 1.058 0.563 0.489
0.0056 -0.43462 10.11394 0.8741303682 2.4421429634    0.872  0.976  3.6970  3.142    3  0.000  0.503     0.00     0.00     0.00     0.00     0.00 -1  -2.1e-12      0.00 7.277e-01 2.668e-01 9.165e-04 3.245e-04 2.432e-03 -1.000 5.531e-03 2.329 2.337 2.788 2.821 1.713 3.600 2.700 0.951 0.452 0.377
0.0056 -0.43462 10.11394 0.8744536042 2.4422352314    0.872  1.018  3.6957  3.095    3  0.000  0.499     0.00     0.00     0.00     0.00     0.00 -1 -2.45e-12      0.00 7.269e-01 2.675e-01 9.103e-04 3.324e-04 2.433e-03 -1.000 5.561e-03 2.226 2.237 2.692 2.724 1.610 3.510 2.603 0.843 0.340 0.264
0.0056 -0.43462 10.11394 0.8748340011 2.4423434734    0.872  1.071  3.6938  3.035    3  0.000  0.496     0.00     0.00     0.00     0.00     0.00 -1 -2.98e-12      0.00 7.263e-01 2.682e-01 9.054e-04 3.387e-04 2.434e-03 -1.000 5.562e-03 2.092 2.108 2.567 2.600 1.477 3.395 2.478 0.703 0.193 0.117
0.0056 -0.43462 10.11394 0.8750874996 2.4424157143    0.872  1.110  3.6924  2.990    3  0.000  0.494     0.00     0.00     0.00     0.00     0.00 -1 -3.45e-12      0.00 7.259e-01 2.686e-01 9.025e-04 3.426e-04 2.434e-03 -1.000 5.541e-03 1.994 2.013 2.476 2.510 1.380 3.312 2.386 0.599 0.086 0.009
0.0056 -0.43462 10.11394 0.8753243685 2.4424829483    0.873  1.150  3.6910  2.945    3  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1 -3.99e-12      0.00 7.256e-01 2.688e-01 9.005e-04 3.452e-04 2.435e-03 -1.000 5.529e-03 1.896 1.919 2.386 2.420 1.282 3.230 2.295 0.496 -0.023 -0.101
0.0056 -0.43462 10.11394 0.8755443096 2.4425456524    0.873  1.189  3.6895  2.900    3  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1 -4.61e-12      0.00 7.255e-01 2.690e-01 8.994e-04 3.467e-04 2.435e-03 -1.000 5.526e-03 1.798 1.826 2.297 2.330 1.185 3.149 2.206 0.393 -0.131 -0.209
0.0056 -0.43462 10.11394 0.8758056760 2.4426198006    0.873  1.239  3.6874  2.841    3  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1 -5.56e-12      0.00 7.254e-01 2.691e-01 8.989e-04 3.473e-04 2.435e-03 -1.000 5.530e-03 1.672 1.705 2.181 2.215 1.060 3.044 2.090 0.260 -0.271 -0.350
0.0056 -0.43462 10.11394 0.8760352731 2.4426848888    0.873  1.288  3.6853  2.785    3  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1 -6.65e-12      0.00 7.254e-01 2.691e-01 8.987e-04 3.476e-04 2.435e-03 -1.000 5.531e-03 1.551 1.590 2.072 2.106 0.940 2.944 1.980 0.132 -0.405 -0.486
0.0056 -0.43462 10.11394 0.8762443662 2.4427442551    0.873  1.336  3.6832  2.728    3  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1 -7.95e-12      0.00 7.254e-01 2.691e-01 8.986e-04 3.477e-04 2.435e-03 -1.000 5.531e-03 1.430 1.476 1.963 1.997 0.822 2.846 1.871 0.004 -0.539 -0.621
0.0056 -0.43462 10.11394 0.8764374852 2.4427990913    0.873  1.385  3.6810  2.670    3  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1 -9.52e-12      0.00 7.254e-01 2.691e-01 8.985e-04 3.479e-04 2.435e-03 -1.000 5.531e-03 1.309 1.361 1.853 1.888 0.702 2.748 1.761 -0.125 -0.676 -0.758
0.0056 -0.43462 10.11394 0.8766064048 2.4428470135    0.873  1.431  3.6788  2.616    3  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1 -1.13e-11      0.00 7.253e-01 2.691e-01 8.984e-04 3.480e-04 2.436e-03 -1.000 5.532e-03 1.194 1.253 1.751 1.786 0.588 2.656 1.658 -0.247 -0.805 -0.889
0.0056 -0.43462 10.11394 0.8767602444 2.4428906441    0.873  1.476  3.6766  2.562    3  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1 -1.34e-11      0.00 7.253e-01 2.691e-01 8.983e-04 3.481e-04 2.436e-03 -1.000 5.532e-03 1.081 1.147 1.651 1.686 0.478 2.568 1.558 -0.366 -0.932 -1.017
0.0056 -0.43462 10.11394 0.8768975735 2.4429295063    0.873  1.519  3.6744  2.510    3  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1 -1.57e-11      0.00 7.253e-01 2.691e-01 8.982e-04 3.483e-04 2.436e-03 -1.000 5.532e-03 0.973 1.047 1.556 1.592 0.373 2.484 1.463 -0.480 -1.053 -1.139
0.0056 -0.43462 10.11394 0.8770294785 2.4429666996    0.873  1.561  3.6722  2.459    3  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1 -1.83e-11      0.00 7.253e-01 2.692e-01 8.982e-04 3.484e-04 2.436e-03 -1.000 5.532e-03 0.867 0.948 1.464 1.499 0.268 2.406 1.370 -0.594 -1.173 -1.261
0.0056 -0.43462 10.11394 0.8771640062 2.4430048466    0.873  1.597  3.6704  2.415    3  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1  -2.1e-11      0.00 7.253e-01 2.692e-01 8.981e-04 3.485e-04 2.436e-03 -1.000 5.533e-03 0.777 0.863 1.385 1.421 0.179 2.341 1.291 -0.690 -1.275 -1.364
0.0056 -0.43462 10.11394 0.8772990704 2.4430429935    0.873  1.625  3.6690  2.382    3  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1 -2.34e-11      0.00 7.253e-01 2.692e-01 8.980e-04 3.486e-04 2.436e-03 -1.000 5.533e-03 0.707 0.798 1.324 1.360 0.110 2.290 1.230 -0.764 -1.354 -1.443
0.0056 -0.43462 10.11394 0.8774338365 2.4430811405    0.873  1.592  3.6715  2.425    3  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1  -2.1e-11      0.00 7.253e-01 2.692e-01 8.979e-04 3.487e-04 2.436e-03 -1.000 5.533e-03 0.790 0.872 1.391 1.427 0.191 2.340 1.297 -0.674 -1.256 -1.343
0.0056 -0.43462 10.11394 0.8774732351 2.4430923462    0.873  1.582  3.6722  2.438    3  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1 -2.02e-11      0.00 7.253e-01 2.692e-01 8.979e-04 3.487e-04 2.436e-03 -1.000 5.533e-03 0.816 0.896 1.412 1.448 0.216 2.357 1.319 -0.645 -1.224 -1.312
0.0056 -0.43462 10.11394 0.8775953054 2.4431269169    0.873  1.633  3.6694  2.375    3  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1 -2.41e-11      0.00 7.253e-01 2.692e-01 8.979e-04 3.488e-04 2.436e-03 -1.000 5.534e-03 0.688 0.777 1.302 1.338 0.090 2.266 1.208 -0.783 -1.371 -1.460
0.0056 -0.43462 10.11394 0.8776969910 2.4431555271    0.873  1.679  3.6668  2.319    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -2.85e-11      0.00 7.253e-01 2.692e-01 8.978e-04 3.489e-04 2.436e-03 -1.000 5.534e-03 0.573 0.671 1.205 1.241 -0.022 2.187 1.111 -0.905 -1.502 -1.592
0.0056 -0.43462 10.11394 0.8777941465 2.4431829453    0.872  1.725  3.6641  2.262    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -3.39e-11      0.00 7.253e-01 2.692e-01 8.978e-04 3.490e-04 2.436e-03 -1.000 5.534e-03 0.457 0.564 1.106 1.143 -0.137 2.108 1.012 -1.031 -1.635 -1.728
0.0056 -0.43462 10.11394 0.8778827786 2.4432079792    0.872  1.771  3.6614  2.205    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -4.03e-11      0.00 7.253e-01 2.692e-01 8.977e-04 3.490e-04 2.436e-03 -1.000 5.534e-03 0.342 0.458 1.009 1.047 -0.249 2.031 0.915 -1.154 -1.767 -1.861
0.0056 -0.43462 10.11394 0.8779624104 2.4432306290    0.872  1.816  3.6587  2.149    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -4.76e-11      0.00 7.253e-01 2.692e-01 8.977e-04 3.491e-04 2.436e-03 -1.000 5.534e-03 0.230 0.357 0.916 0.954 -0.358 1.958 0.822 -1.274 -1.895 -1.991
0.0056 -0.43462 10.11394 0.8780351281 2.4432511330    0.872  1.860  3.6560  2.094    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -5.62e-11      0.00 7.253e-01 2.692e-01 8.976e-04 3.491e-04 2.436e-03 -1.000 5.534e-03 0.120 0.257 0.826 0.864 -0.464 1.888 0.732 -1.392 -2.023 -2.121
0.0056 -0.43462 10.11394 0.8781031370 2.4432702065    0.872  1.905  3.6532  2.038    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -6.64e-11      0.00 7.252e-01 2.692e-01 8.976e-04 3.492e-04 2.436e-03 -1.000 5.534e-03 0.008 0.156 0.735 0.773 -0.572 1.818 0.641 -1.512 -2.152 -2.252
0.0056 -0.43462 10.11394 0.8781645894 2.4432876110    0.871  1.948  3.6504  1.983    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -7.82e-11      0.00 7.252e-01 2.692e-01 8.976e-04 3.492e-04 2.436e-03 -1.000 5.535e-03 -0.101 0.058 0.646 0.685 -0.678 1.754 0.552 -1.629 -2.277 -2.379
0.0056 -0.43462 10.11394 0.8782218099 2.4433038235    0.871  1.992  3.6475  1.928    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -9.22e-11      0.00 7.252e-01 2.692e-01 8.975e-04 3.493e-04 2.436e-03 -1.000 5.535e-03 -0.211 -0.040 0.558 0.598 -0.783 1.699 0.463 -1.746 -2.400 -2.506
0.0056 -0.43462 10.11394 0.8782737851 2.4433183670    0.871  2.035  3.6447  1.873    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -1.08e-10      0.00 7.252e-01 2.692e-01 8.975e-04 3.493e-04 2.436e-03 -1.000 5.535e-03 -0.318 -0.135 0.473 0.513 -0.885 1.645 0.377 -1.861 -2.520 -2.630
0.0056 -0.43462 10.11394 0.8783214688 2.4433319569    0.870  2.078  3.6419  1.819    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -1.27e-10      0.00 7.252e-01 2.692e-01 8.975e-04 3.494e-04 2.436e-03 -1.000 5.535e-03 -0.425 -0.230 0.388 0.428 -0.987 1.592 0.290 -1.976 -2.640 -2.754
0.0056 -0.43462 10.11394 0.8783647418 2.4433441162    0.870  2.120  3.6390  1.765    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -1.49e-10      0.00 7.252e-01 2.692e-01 8.974e-04 3.494e-04 2.436e-03 -1.000 5.535e-03 -0.531 -0.322 0.305 0.346 -1.086 1.542 0.207 -2.088 -2.757 -2.876
0.0056 -0.43462 10.11394 0.8784046173 2.4433553219    0.869  2.162  3.6361  1.712    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -1.75e-10      0.00 7.252e-01 2.692e-01 8.974e-04 3.494e-04 2.436e-03 -1.000 5.535e-03 -0.636 -0.412 0.225 0.266 -1.184 1.493 0.125 -2.200 -2.874 -2.997
0.0056 -0.43462 10.11394 0.8784419298 2.4433658123    0.869  2.205  3.6332  1.657    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -2.05e-10      0.00 7.252e-01 2.692e-01 8.974e-04 3.495e-04 2.436e-03 -1.000 5.535e-03 -0.742 -0.504 0.144 0.185 -1.282 1.444 0.043 -2.312 -2.991 -3.120
0.0056 -0.43462 10.11394 0.8784753680 2.4433753490    0.868  2.246  3.6303  1.605    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1  -2.4e-10      0.00 7.252e-01 2.692e-01 8.974e-04 3.495e-04 2.436e-03 -1.000 5.535e-03 -0.844 -0.591 0.065 0.107 -1.377 1.397 -0.037 -2.421 -3.105 -3.239
0.0056 -0.43462 10.11394 0.8785069585 2.4433841705    0.868  2.287  3.6274  1.551    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1  -2.8e-10      0.00 7.252e-01 2.692e-01 8.974e-04 3.495e-04 2.436e-03 -1.000 5.535e-03 -0.948 -0.679 -0.012 0.030 -1.471 1.351 -0.115 -2.531 -3.221 -3.360
0.0056 -0.43462 10.11394 0.8785351515 2.4433920383    0.867  2.327  3.6245  1.499    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -3.26e-10      0.00 7.252e-01 2.692e-01 8.974e-04 3.495e-04 2.436e-03 -1.000 5.535e-03 -1.048 -0.762 -0.085 -0.043 -1.562 1.308 -0.189 -2.637 -3.332 -3.477
0.0056 -0.43462 10.11394 0.8785616755 2.4433996677    0.866  2.368  3.6215  1.446    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1  -3.8e-10      0.00 7.252e-01 2.692e-01 8.973e-04 3.496e-04 2.436e-03 -1.000 5.535e-03 -1.149 -0.847 -0.158 -0.116 -1.655 1.264 -0.261 -2.745 -3.449 -3.598
0.0056 -0.43462 10.11394 0.8785862923 2.4434065819    0.866  2.408  3.6185  1.393    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -4.43e-10      0.00 7.252e-01 2.692e-01 8.973e-04 3.496e-04 2.436e-03 -1.000 5.535e-03 -1.250 -0.930 -0.228 -0.186 -1.747 1.222 -0.330 -2.853 -3.567 -3.719
0.0056 -0.43462 10.11394 0.8786085248 2.4434127808    0.865  2.447  3.6156  1.342    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -5.15e-10      0.00 7.252e-01 2.693e-01 8.973e-04 3.496e-04 2.436e-03 -1.000 5.535e-03 -1.348 -1.010 -0.295 -0.253 -1.836 1.183 -0.395 -2.957 -3.680 -3.837
0.0056 -0.43462 10.11394 0.8786299825 2.4434189796    0.864  2.488  3.6126  1.289    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -6.01e-10      0.00 7.252e-01 2.693e-01 8.973e-04 3.496e-04 2.436e-03 -1.000 5.536e-03 -1.450 -1.094 -0.365 -0.322 -1.928 1.143 -0.463 -3.066 -3.798 -3.959
0.0056 -0.43462 10.11394 0.8786488175 2.4434242249    0.863  2.527  3.6096  1.238    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -6.96e-10      0.00 7.252e-01 2.693e-01 8.973e-04 3.496e-04 2.436e-03 -1.000 5.536e-03 -1.546 -1.171 -0.429 -0.386 -2.014 1.107 -0.525 -3.168 -3.910 -4.075
0.0056 -0.43462 10.11394 0.8786666393 2.4434292316    0.862  2.566  3.6067  1.187    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -8.07e-10      0.00 7.252e-01 2.693e-01 8.973e-04 3.496e-04 2.436e-03 -1.000 5.536e-03 -1.644 -1.249 -0.493 -0.450 -2.101 1.072 -0.586 -3.271 -4.023 -4.192
0.0056 -0.43462 10.11394 0.8786831498 2.4434337616    0.861  2.604  3.6037  1.136    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -9.35e-10      0.00 7.252e-01 2.693e-01 8.973e-04 3.497e-04 2.436e-03 -1.000 5.536e-03 -1.740 -1.324 -0.553 -0.511 -2.186 1.041 -0.645 -3.373 -4.134 -4.308
0.0056 -0.43462 10.11394 0.8786982894 2.4434380531    0.859  2.642  3.6007  1.085    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -1.08e-09      0.00 7.252e-01 2.693e-01 8.973e-04 3.497e-04 2.436e-03 -1.000 5.536e-03 -1.835 -1.399 -0.613 -0.571 -2.270 1.011 -0.703 -3.473 -4.244 -4.423
0.0056 -0.43462 10.11394 0.8787128329 2.4434423447    0.858  2.681  3.5977  1.034    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -1.25e-09      0.00 7.252e-01 2.693e-01 8.973e-04 3.497e-04 2.436e-03 -1.000 5.536e-03 -1.931 -1.474 -0.673 -0.630 -2.354 0.979 -0.760 -3.576 -4.356 -4.540
0.0056 -0.43462 10.11394 0.8787288666 2.4434466362    0.856  2.726  3.5939  0.972    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -1.49e-09      0.00 7.252e-01 2.693e-01 8.973e-04 3.497e-04 2.436e-03 -1.000 5.536e-03 -2.045 -1.560 -0.738 -0.695 -2.453 0.951 -0.821 -3.697 -4.489 -4.679
0.0056 -0.43462 10.11394 0.8787435889 2.4434509277    0.854  2.771  3.5902  0.911    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -1.78e-09      0.00 7.252e-01 2.693e-01 8.972e-04 3.497e-04 2.436e-03 -1.000 5.536e-03 -2.158 -1.644 -0.801 -0.758 -2.550 0.927 -0.881 -3.817 -4.621 -4.817
0.0056 -0.43462 10.11394 0.8787548542 2.4434540272    0.853  2.808  3.5871  0.861    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -2.05e-09      0.00 7.252e-01 2.693e-01 8.972e-04 3.497e-04 2.436e-03 -1.000 5.536e-03 -2.251 -1.711 -0.848 -0.806 -2.628 0.907 -0.925 -3.916 -4.728 -4.930
0.0056 -0.43462 10.11394 0.8787677288 2.4434576035    0.850  2.853  3.5833  0.799    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -2.44e-09      0.00 7.252e-01 2.693e-01 8.972e-04 3.497e-04 2.436e-03 -1.000 5.536e-03 -2.363 -1.792 -0.903 -0.861 -2.723 0.888 -0.976 -4.036 -4.860 -5.068
0.0056 -0.43462 10.11394 0.8787789941 2.4434609413    0.848  2.896  3.5795  0.741    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -2.88e-09      0.00 7.252e-01 2.693e-01 8.972e-04 3.497e-04 2.436e-03 -1.000 5.536e-03 -2.469 -1.865 -0.951 -0.909 -2.810 0.874 -1.020 -4.150 -4.985 -5.199
0.0056 -0.43462 10.11394 0.8787897825 2.4434638023    0.845  2.939  3.5757  0.681    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -3.41e-09      0.00 7.252e-01 2.693e-01 8.972e-04 3.497e-04 2.436e-03 -1.000 5.536e-03 -2.577 -1.935 -0.990 -0.949 -2.896 0.862 -1.056 -4.266 -5.111 -5.333
0.0056 -0.43462 10.11394 0.8787994385 2.4434666634    0.842  2.980  3.5719  0.623    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -4.01e-09      0.00 7.252e-01 2.693e-01 8.972e-04 3.497e-04 2.436e-03 -1.000 5.536e-03 -2.680 -2.000 -1.026 -0.984 -2.978 0.854 -1.088 -4.376 -5.233 -5.461
0.0056 -0.43462 10.11394 0.8788086772 2.4434692860    0.839  3.022  3.5680  0.564    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -4.73e-09      0.00 7.252e-01 2.693e-01 8.972e-04 3.498e-04 2.436e-03 -1.000 5.536e-03 -2.785 -2.064 -1.053 -1.012 -3.059 0.847 -1.112 -4.490 -5.356 -5.591
0.0056 -0.43462 10.11394 0.8788169622 2.4434716702    0.836  3.062  3.5642  0.507    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -5.54e-09      0.00 7.252e-01 2.693e-01 8.972e-04 3.498e-04 2.436e-03 -1.000 5.536e-03 -2.884 -2.119 -1.069 -1.028 -3.133 0.846 -1.125 -4.598 -5.474 -5.716
0.0056 -0.43462 10.11394 0.8788247108 2.4434738159    0.832  3.101  3.5604  0.451    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -6.48e-09      0.00 7.252e-01 2.693e-01 8.972e-04 3.498e-04 2.436e-03 -1.000 5.536e-03 -2.983 -2.172 -1.080 -1.040 -3.206 0.854 -1.132 -4.706 -5.592 -5.840
0.0056 -0.43462 10.11394 0.8788317442 2.4434757233    0.828  3.139  3.5565  0.395    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -7.55e-09      0.00 7.252e-01 2.693e-01 8.972e-04 3.498e-04 2.436e-03 -1.000 5.536e-03 -3.077 -2.214 -1.069 -1.029 -3.271 0.871 -1.119 -4.812 -5.705 -5.960
0.0056 -0.43462 10.11394 0.8788383603 2.4434776306    0.824  3.177  3.5526  0.340    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -8.79e-09      0.00 7.252e-01 2.693e-01 8.972e-04 3.498e-04 2.436e-03 -1.000 5.536e-03 -3.171 -2.254 -1.053 -1.014 -3.334 0.890 -1.101 -4.917 -5.818 -6.080
0.0056 -0.43462 10.11394 0.8788444400 2.4434792995    0.819  3.213  3.5487  0.285    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -1.02e-08      0.00 7.252e-01 2.693e-01 8.972e-04 3.498e-04 2.436e-03 -1.000 5.536e-03 -3.262 -2.287 -1.025 -0.987 -3.391 0.915 -1.071 -5.019 -5.928 -6.196
0.0056 -0.43462 10.11394 0.8788504004 2.4434809685    0.814  3.250  3.5448  0.229    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -1.19e-08      0.00 7.252e-01 2.693e-01 8.972e-04 3.498e-04 2.436e-03 -1.000 5.536e-03 -3.356 -2.316 -0.978 -0.940 -3.445 0.949 -1.023 -5.124 -6.040 -6.316
0.0056 -0.43462 10.11394 0.8788557649 2.4434823990    0.808  3.286  3.5409  0.175    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -1.37e-08      0.00 7.252e-01 2.693e-01 8.972e-04 3.498e-04 2.436e-03 -1.000 5.536e-03 -3.444 -2.341 -0.929 -0.892 -3.496 0.984 -0.974 -5.223 -6.147 -6.430
0.0056 -0.43462 10.11394 0.8788608909 2.4434840679    0.802  3.321  3.5371  0.122    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -1.59e-08      0.00 7.252e-01 2.693e-01 8.972e-04 3.498e-04 2.436e-03 -1.000 5.536e-03 -3.532 -2.360 -0.864 -0.828 -3.540 1.025 -0.909 -5.323 -6.252 -6.542
0.0056 -0.43462 10.11394 0.8788665533 2.4434854984    0.794  3.360  3.5326  0.060    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -1.87e-08      0.00 7.252e-01 2.693e-01 8.972e-04 3.498e-04 2.436e-03 -1.000 5.536e-03 -3.630 -2.375 -0.775 -0.740 -3.586 1.080 -0.820 -5.435 -6.371 -6.669
0.0056 -0.43462 10.11394 0.8788700700 2.4434864521    0.788  3.383  3.5300  0.024    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -2.07e-08      0.00 7.252e-01 2.693e-01 8.972e-04 3.498e-04 2.436e-03 -1.000 5.536e-03 -3.687 -2.381 -0.717 -0.683 -3.611 1.116 -0.763 -5.501 -6.441 -6.744
