# File generated by CMD 3.5 (http://stev.oapd.inaf.it/cmd) on Mon Oct 11 12:25:36 CEST 2021
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# Photometric system: Gaia's DR2 G, G_BP and G_RP (Vegamags, Gaia passbands from Weiler 2018)
# Attention: photometry includes extinction of Av=0.3, with coefficients derived star-by-star, for Cardelli et al 89 + O'Donnell 94 Rv=3.1 extinction curve.
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPbrmag  G_BPftmag  G_RPmag
0.02 0.14251 7.85000 1.6000000238 2.5465342999    1.600  0.793  3.8723  4.290    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.33e-14      0.00 6.971e-01 2.829e-01 3.537e-03 9.659e-04 8.773e-03 -1.000 1.994e-02 2.788 2.951 3.138 3.154 2.631
0.02 0.14251 7.85000 1.6499999762 2.5499615669    1.649  0.852  3.8849  4.295    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.55e-14      0.00 6.972e-01 2.829e-01 3.537e-03 9.658e-04 8.773e-03 -1.000 1.993e-02 2.640 2.814 2.982 2.997 2.525
0.02 0.14251 7.85000 1.6749999523 2.5515873432    1.674  0.880  3.8909  4.297    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.87e-14      0.00 6.972e-01 2.828e-01 3.537e-03 9.657e-04 8.772e-03 -1.000 1.993e-02 2.570 2.750 2.908 2.923 2.475
0.02 0.14251 7.85000 1.7000000477 2.5531582832    1.699  0.908  3.8966  4.299    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.973e-01 2.828e-01 3.537e-03 9.657e-04 8.771e-03 -1.000 1.996e-02 2.500 2.688 2.837 2.852 2.426
0.02 0.14251 7.85000 1.7250001431 2.5546767712    1.724  0.935  3.9024  4.301    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.973e-01 2.828e-01 3.536e-03 9.656e-04 8.771e-03 -1.000 1.992e-02 2.432 2.627 2.768 2.782 2.380
0.02 0.14251 7.85000 1.7500000000 2.5561456680    1.749  0.962  3.9079  4.303    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.973e-01 2.828e-01 3.536e-03 9.656e-04 8.771e-03 -1.000 1.995e-02 2.366 2.569 2.702 2.715 2.335
0.02 0.14251 7.85000 1.7750000954 2.5575671196    1.774  0.989  3.9133  4.304    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.973e-01 2.828e-01 3.536e-03 9.656e-04 8.770e-03 -1.000 1.991e-02 2.299 2.510 2.635 2.648 2.289
0.02 0.14251 7.85000 1.7999999523 2.5589430332    1.799  1.014  3.9185  4.305    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.973e-01 2.827e-01 3.535e-03 9.655e-04 8.770e-03 -1.000 1.995e-02 2.234 2.455 2.572 2.584 2.247
0.02 0.14251 7.85000 1.8250000477 2.5602757931    1.824  1.039  3.9236  4.306    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.973e-01 2.828e-01 3.536e-03 9.655e-04 8.769e-03 -1.000 1.993e-02 2.172 2.403 2.513 2.525 2.207
0.02 0.14251 7.85000 1.8500000238 2.5615673065    1.849  1.064  3.9287  4.308    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.974e-01 2.827e-01 3.535e-03 9.654e-04 8.769e-03 -1.000 1.991e-02 2.111 2.352 2.455 2.466 2.167
0.02 0.14251 7.85000 1.8750000000 2.5628192425    1.874  1.088  3.9333  4.308    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.973e-01 2.827e-01 3.535e-03 9.654e-04 8.769e-03 -1.000 1.993e-02 2.049 2.301 2.398 2.409 2.127
0.02 0.14251 7.85000 1.8999999762 2.5640332699    1.899  1.112  3.9381  4.309    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.974e-01 2.827e-01 3.535e-03 9.653e-04 8.769e-03 -1.000 1.992e-02 1.989 2.253 2.345 2.355 2.089
0.02 0.14251 7.85000 1.9249999523 2.5652110577    1.924  1.136  3.9428  4.309    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.974e-01 2.827e-01 3.535e-03 9.653e-04 8.768e-03 -1.000 1.992e-02 1.930 2.207 2.293 2.303 2.052
0.02 0.14251 7.85000 1.9477653503 2.5662536621    1.947  1.157  3.9467  4.309    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.974e-01 2.827e-01 3.535e-03 9.653e-04 8.768e-03 -1.000 1.992e-02 1.877 2.166 2.247 2.256 2.018
0.02 0.14251 7.85000 1.9932960272 2.5682566166    1.993  1.199  3.9547  4.309    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.974e-01 2.827e-01 3.535e-03 9.652e-04 8.768e-03 -1.000 1.990e-02 1.773 2.087 2.160 2.168 1.952
0.02 0.14251 7.85000 2.0388267040 2.5701568127    2.038  1.239  3.9623  4.310    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.974e-01 2.826e-01 3.535e-03 9.651e-04 8.767e-03 -1.000 1.997e-02 1.672 2.013 2.079 2.086 1.891
0.02 0.14251 7.85000 2.0843575001 2.5719621181    2.083  1.279  3.9695  4.308    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.975e-01 2.826e-01 3.534e-03 9.651e-04 8.766e-03 -1.000 1.993e-02 1.574 1.941 2.001 2.007 1.830
0.02 0.14251 7.85000 2.1298882961 2.5736789703    2.129  1.317  3.9763  4.306    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.975e-01 2.826e-01 3.534e-03 9.651e-04 8.766e-03 -1.000 1.990e-02 1.477 1.873 1.927 1.933 1.771
0.02 0.14251 7.85000 2.1754190922 2.5753133297    2.174  1.355  3.9830  4.305    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.975e-01 2.826e-01 3.534e-03 9.650e-04 8.766e-03 -1.000 1.990e-02 1.383 1.808 1.857 1.862 1.714
0.02 0.14251 7.85000 2.2209496498 2.5768709183    2.219  1.391  3.9894  4.303    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.975e-01 2.826e-01 3.534e-03 9.650e-04 8.765e-03 -1.000 1.991e-02 1.291 1.744 1.789 1.793 1.658
0.02 0.14251 7.85000 2.2664804459 2.5783567429    2.265  1.427  3.9956  4.300    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.975e-01 2.825e-01 3.534e-03 9.649e-04 8.765e-03 -1.000 1.994e-02 1.202 1.683 1.723 1.727 1.603
0.02 0.14251 7.85000 2.3356590271 2.5804872513    2.334  1.480  4.0046  4.296    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.969e-01 2.831e-01 3.540e-03 9.666e-04 8.780e-03 -1.000 1.997e-02 1.070 1.593 1.628 1.630 1.522
0.02 0.14251 7.85000 2.3575420380 2.5811312199    2.356  1.497  4.0074  4.295    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.967e-01 2.833e-01 3.542e-03 9.672e-04 8.785e-03 -1.000 1.998e-02 1.029 1.565 1.598 1.601 1.497
0.02 0.14251 7.85000 2.3883104324 2.5820140839    2.387  1.519  4.0112  4.293    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.966e-01 2.834e-01 3.543e-03 9.675e-04 8.787e-03 -1.000 1.999e-02 0.972 1.526 1.557 1.559 1.462
0.02 0.14251 7.85000 2.5396647453 2.5860002041    2.538  1.627  4.0290  4.283    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 0.702 1.344 1.365 1.365 1.294
0.02 0.14251 7.85000 2.7217876911 2.5901277065    2.720  1.750  4.0487  4.269    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 0.394 1.135 1.147 1.145 1.099
0.02 0.14251 7.85000 2.9039103985 2.5936655998    2.902  1.866  4.0667  4.254    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 0.105 0.938 0.942 0.939 0.913
0.02 0.14251 7.85000 3.0679917336 2.5964426994    3.066  1.965  4.0817  4.239    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -0.142 0.769 0.767 0.764 0.753
0.02 0.14251 7.85000 3.0860338211 2.5967276096    3.084  1.975  4.0833  4.237    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -0.168 0.751 0.749 0.745 0.736
0.02 0.14251 7.85000 3.0948514938 2.5968651772    3.093  1.980  4.0841  4.236    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -0.181 0.743 0.739 0.736 0.728
0.02 0.14251 7.85000 3.2681567669 2.5994002819    3.266  2.080  4.0987  4.219    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -0.429 0.573 0.564 0.559 0.566
0.02 0.14251 7.85000 3.2690789700 2.5994129181    3.267  2.080  4.0988  4.219    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -0.430 0.572 0.563 0.558 0.565
0.02 0.14251 7.85000 3.4272005558 2.6014692783    3.424  2.167  4.1113  4.203    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -0.647 0.423 0.410 0.404 0.423
0.02 0.14251 7.85000 3.4502787590 2.6017513275    3.447  2.179  4.1131  4.201    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -0.678 0.402 0.387 0.382 0.402
0.02 0.14251 7.85000 3.6324019432 2.6038331985    3.629  2.275  4.1262  4.180    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -0.918 0.235 0.216 0.209 0.242
0.02 0.14251 7.85000 3.8145248890 2.6056883335    3.812  2.368  4.1384  4.157    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -1.150 0.071 0.047 0.040 0.084
0.02 0.14251 7.85000 3.8505640030 2.6060316563    3.849  2.386  4.1407  4.152    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -1.195 0.039 0.014 0.007 0.054
0.02 0.14251 7.85000 3.9966478348 2.6073503494    3.997  2.458  4.1495  4.132    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -1.375 -0.092 -0.119 -0.128 -0.072
0.02 0.14251 7.85000 4.0824866295 2.6080746651    4.082  2.499  4.1544  4.119    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -1.478 -0.166 -0.196 -0.204 -0.144
0.02 0.14251 7.85000 4.1787710190 2.6088466644    4.177  2.545  4.1597  4.105    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -1.592 -0.250 -0.282 -0.290 -0.225
0.02 0.14251 7.85000 4.1854405403 2.6088986397    4.183  2.548  4.1601  4.104    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -1.600 -0.256 -0.287 -0.296 -0.231
0.02 0.14251 7.85000 4.3608937263 2.6102004051    4.358  2.630  4.1689  4.075    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -1.805 -0.411 -0.446 -0.455 -0.381
0.02 0.14251 7.85000 4.4939079285 2.6111097336    4.490  2.692  4.1748  4.050    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -1.959 -0.531 -0.568 -0.578 -0.498
0.02 0.14251 7.85000 4.5430164337 2.6114299297    4.539  2.714  4.1767  4.040    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -2.016 -0.577 -0.615 -0.625 -0.543
0.02 0.14251 7.85000 4.6385002136 2.6120302677    4.635  2.758  4.1804  4.019    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -2.126 -0.666 -0.705 -0.715 -0.630
0.02 0.14251 7.85000 4.7251396179 2.6125512123    4.722  2.798  4.1834  3.999    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -2.225 -0.748 -0.788 -0.799 -0.711
0.02 0.14251 7.85000 4.7725410461 2.6128268242    4.769  2.820  4.1849  3.988    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -2.279 -0.793 -0.834 -0.844 -0.755
0.02 0.14251 7.85000 4.8918495178 2.6134936810    4.889  2.874  4.1883  3.958    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -2.415 -0.910 -0.952 -0.962 -0.870
0.02 0.14251 7.85000 4.9072623253 2.6135771275    4.905  2.881  4.1886  3.954    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -2.433 -0.926 -0.968 -0.979 -0.886
0.02 0.14251 7.85000 4.9908294678 2.6140191555    4.989  2.920  4.1901  3.929    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -2.529 -1.014 -1.056 -1.067 -0.973
0.02 0.14251 7.85000 5.0815811157 2.6144804955    5.080  2.962  4.1912  3.899    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -2.634 -1.113 -1.156 -1.167 -1.071
0.02 0.14251 7.85000 5.0893855095 2.6145193577    5.088  2.965  4.1912  3.896    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -2.643 -1.121 -1.164 -1.176 -1.080
0.02 0.14251 7.85000 5.0936770439 2.6145405769    5.092  2.967  4.1913  3.895    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -2.648 -1.126 -1.169 -1.180 -1.085
0.02 0.14251 7.85000 5.1771354675 2.6149461269    5.176  3.006  4.1917  3.865    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -2.745 -1.221 -1.264 -1.275 -1.179
0.02 0.14251 7.85000 5.2715082169 2.6153869629    5.271  3.050  4.1913  3.827    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -2.855 -1.333 -1.377 -1.388 -1.292
0.02 0.14251 7.85000 5.2834072113 2.6154410839    5.283  3.056  4.1913  3.822    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -2.869 -1.348 -1.391 -1.402 -1.306
0.02 0.14251 7.85000 5.3799648285 2.6158714294    5.380  3.102  4.1890  3.775    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -2.985 -1.477 -1.520 -1.531 -1.437
0.02 0.14251 7.85000 5.4536314011 2.6161880493    5.454  3.137  4.1865  3.735    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -3.073 -1.581 -1.623 -1.635 -1.543
0.02 0.14251 7.85000 5.5223550797 2.6164748669    5.522  3.170  4.1835  3.696    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -3.156 -1.682 -1.723 -1.734 -1.645
0.02 0.14251 7.85000 5.6072840691 2.6168179512    5.608  3.212  4.1774  3.636    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -3.260 -1.823 -1.862 -1.873 -1.789
0.02 0.14251 7.85000 5.6357536316 2.6169302464    5.636  3.226  4.1747  3.613    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -3.296 -1.875 -1.913 -1.924 -1.843
0.02 0.14251 7.85000 5.6880235672 2.6171331406    5.688  3.253  4.1696  3.571    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -3.362 -1.971 -2.007 -2.018 -1.941
0.02 0.14251 7.85000 5.7571706772 2.6173949242    5.758  3.289  4.1615  3.508    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -3.451 -2.107 -2.141 -2.152 -2.083
0.02 0.14251 7.85000 5.8155145645 2.6176104546    5.816  3.322  4.1539  3.449    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -3.535 -2.235 -2.266 -2.276 -2.215
0.02 0.14251 7.85000 5.8178763390 2.6176190376    5.818  3.323  4.1537  3.446    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -3.538 -2.240 -2.271 -2.281 -2.220
0.02 0.14251 7.85000 5.8632388115 2.6177830696    5.864  3.351  4.1493  3.404    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -3.609 -2.336 -2.366 -2.376 -2.319
0.02 0.14251 7.85000 5.8781433105 2.6178362370    5.879  3.365  4.1530  3.406    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -3.643 -2.349 -2.381 -2.391 -2.330
0.02 0.14251 7.85000 5.8942832947 2.6178934574    5.895  3.388  4.1649  3.433    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -3.699 -2.336 -2.372 -2.382 -2.310
0.02 0.14251 7.85000 5.8991050720 2.6179106236    5.900  3.404  4.1768  3.464    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -3.739 -2.308 -2.347 -2.358 -2.275
0.02 0.14251 7.85000 5.9011993408 2.6179180145    5.902  3.420  4.1879  3.492    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -3.780 -2.284 -2.327 -2.339 -2.245
0.02 0.14251 7.85000 5.9022951126 2.6179218292    5.903  3.438  4.1982  3.516    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -3.825 -2.268 -2.315 -2.327 -2.224
0.02 0.14251 7.85000 5.9029250145 2.6179239750    5.903  3.454  4.2064  3.532    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -3.866 -2.261 -2.310 -2.323 -2.212
0.02 0.14251 7.85000 5.9031014442 2.6179246902    5.904  3.458  4.2085  3.537    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -3.876 -2.258 -2.308 -2.321 -2.208
0.02 0.14251 7.85000 5.9034056664 2.6179256439    5.904  3.430  4.2004  3.533    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -3.805 -2.235 -2.282 -2.295 -2.189
0.02 0.14251 7.85000 5.9036040306 2.6179263592    5.904  3.409  4.1911  3.516    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -3.754 -2.238 -2.283 -2.294 -2.198
0.02 0.14251 7.85000 5.9038195610 2.6179273129    5.904  3.398  4.1786  3.478    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -3.724 -2.281 -2.321 -2.333 -2.248
0.02 0.14251 7.85000 5.9040241241 2.6179280281    5.904  3.400  4.1669  3.429    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -3.730 -2.356 -2.392 -2.402 -2.329
0.02 0.14251 7.85000 5.9042344093 2.6179287434    5.905  3.410  4.1552  3.372    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -3.754 -2.448 -2.480 -2.490 -2.427
0.02 0.14251 7.85000 5.9044528008 2.6179294586    5.905  3.421  4.1436  3.315    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -3.782 -2.543 -2.570 -2.580 -2.529
0.02 0.14251 7.85000 5.9046764374 2.6179301739    5.905  3.430  4.1320  3.259    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -3.805 -2.631 -2.655 -2.664 -2.624
0.02 0.14251 7.85000 5.9049029350 2.6179311275    5.905  3.437  4.1203  3.205    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -3.823 -2.715 -2.734 -2.743 -2.715
0.02 0.14251 7.85000 5.9051299095 2.6179318428    5.906  3.442  4.1086  3.154    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -3.835 -2.792 -2.807 -2.815 -2.799
0.02 0.14251 7.85000 5.9053549767 2.6179325581    5.906  3.445  4.0970  3.104    2  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -3.842 -2.865 -2.875 -2.883 -2.878
