# File generated by CMD 3.5 (http://stev.oapd.inaf.it/cmd) on Sun Oct  3 12:22:12 CEST 2021
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# Photometric system: Gaia's DR2 G, G_BP and G_RP (Vegamags, Gaia passbands from Weiler 2018)
# Attention: photometry includes extinction of Av=0.132, with coefficients derived star-by-star, for Cardelli et al 89 + O'Donnell 94 Rv=3.1 extinction curve.
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPbrmag  G_BPftmag  G_RPmag
0.0152 0.01508 9.53908 1.3817518950 2.5281765461    1.381  1.089  3.6912  3.206    3  0.000  0.392     0.00     0.00     0.00     0.00     0.00 -1 -1.47e-12      0.00 6.935e-01 2.912e-01 1.973e-03 1.528e-03 6.707e-03 -1.000 1.533e-02 2.048 2.167 2.687 2.725 1.489
0.0152 0.01508 9.53908 1.3833990097 2.5283403397    1.383  1.136  3.6893  3.152    3  0.000  0.389     0.00     0.00     0.00     0.00     0.00 -1 -1.74e-12      0.00 6.927e-01 2.919e-01 1.958e-03 1.548e-03 6.708e-03 -1.000 1.532e-02 1.929 2.053 2.578 2.616 1.371
0.0152 0.01508 9.53908 1.3849866390 2.5284976959    1.384  1.182  3.6874  3.099    3  0.000  0.387     0.00     0.00     0.00     0.00     0.00 -1 -2.04e-12      0.00 6.923e-01 2.924e-01 1.948e-03 1.560e-03 6.708e-03 -1.000 1.530e-02 1.815 1.944 2.474 2.512 1.258
0.0152 0.01508 9.53908 1.3865019083 2.5286474228    1.386  1.227  3.6855  3.047    3  0.000  0.386     0.00     0.00     0.00     0.00     0.00 -1 -2.39e-12      0.00 6.921e-01 2.926e-01 1.943e-03 1.567e-03 6.708e-03 -1.000 1.528e-02 1.702 1.837 2.372 2.411 1.146
0.0152 0.01508 9.53908 1.3878622055 2.5287814140    1.387  1.273  3.6836  2.994    3  0.000  0.385     0.00     0.00     0.00     0.00     0.00 -1 -2.81e-12      0.00 6.920e-01 2.927e-01 1.940e-03 1.571e-03 6.708e-03 -1.000 1.531e-02 1.588 1.729 2.270 2.309 1.035
0.0152 0.01508 9.53908 1.3889956474 2.5288929939    1.388  1.319  3.6814  2.939    3  0.000  0.385     0.00     0.00     0.00     0.00     0.00 -1 -3.32e-12      0.00 6.919e-01 2.928e-01 1.938e-03 1.573e-03 6.708e-03 -1.000 1.532e-02 1.473 1.621 2.167 2.206 0.921
0.0152 0.01508 9.53908 1.3900307417 2.5289947987    1.389  1.367  3.6790  2.882    3  0.000  0.385     0.00     0.00     0.00     0.00     0.00 -1 -3.94e-12      0.00 6.919e-01 2.928e-01 1.937e-03 1.575e-03 6.708e-03 -1.000 1.530e-02 1.352 1.508 2.060 2.099 0.803
0.0152 0.01508 9.53908 1.3909848928 2.5290882587    1.390  1.416  3.6766  2.824    3  0.000  0.385     0.00     0.00     0.00     0.00     0.00 -1  -4.7e-12      0.00 6.919e-01 2.928e-01 1.936e-03 1.576e-03 6.708e-03 -1.000 1.531e-02 1.231 1.395 1.954 1.993 0.685
0.0152 0.01508 9.53908 1.3918190002 2.5291700363    1.391  1.461  3.6742  2.769    3  0.000  0.384     0.00     0.00     0.00     0.00     0.00 -1 -5.55e-12      0.00 6.919e-01 2.928e-01 1.935e-03 1.577e-03 6.708e-03 -1.000 1.531e-02 1.117 1.289 1.855 1.895 0.574
0.0152 0.01508 9.53908 1.3925940990 2.5292458534    1.392  1.505  3.6719  2.716    3  0.000  0.384     0.00     0.00     0.00     0.00     0.00 -1  -6.5e-12      0.00 6.919e-01 2.928e-01 1.934e-03 1.578e-03 6.707e-03 -1.000 1.531e-02 1.008 1.187 1.760 1.799 0.467
0.0152 0.01508 9.53908 1.3933786154 2.5293223858    1.393  1.545  3.6698  2.668    3  0.000  0.384     0.00     0.00     0.00     0.00     0.00 -1 -7.52e-12      0.00 6.919e-01 2.928e-01 1.933e-03 1.579e-03 6.707e-03 -1.000 1.531e-02 0.908 1.095 1.674 1.713 0.370
0.0152 0.01508 9.53908 1.3943028450 2.5294125080    1.393  1.585  3.6675  2.619    3  0.000  0.384     0.00     0.00     0.00     0.00     0.00 -1 -8.71e-12      0.00 6.919e-01 2.928e-01 1.932e-03 1.581e-03 6.707e-03 -1.000 1.531e-02 0.806 1.002 1.587 1.627 0.272
0.0152 0.01508 9.53908 1.3945802450 2.5294394493    1.394  1.593  3.6671  2.609    3  0.000  0.384     0.00     0.00     0.00     0.00     0.00 -1    -9e-12      0.00 6.919e-01 2.928e-01 1.932e-03 1.581e-03 6.707e-03 -1.000 1.531e-02 0.787 0.984 1.570 1.610 0.253
0.0152 0.01508 9.53908 1.3954900503 2.5295281410    1.395  1.546  3.6703  2.669    3  0.000  0.384     0.00     0.00     0.00     0.00     0.00 -1 -7.63e-12      0.00 6.918e-01 2.928e-01 1.931e-03 1.582e-03 6.707e-03 -1.000 1.531e-02 0.904 1.089 1.666 1.706 0.365
0.0152 0.01508 9.53908 1.3957198858 2.5295505524    1.395  1.528  3.6715  2.693    3  0.000  0.384     0.00     0.00     0.00     0.00     0.00 -1 -7.09e-12      0.00 6.918e-01 2.929e-01 1.931e-03 1.583e-03 6.707e-03 -1.000 1.531e-02 0.951 1.132 1.705 1.745 0.411
0.0152 0.01508 9.53908 1.3958169222 2.5295598507    1.395  1.535  3.6711  2.684    3  0.000  0.384     0.00     0.00     0.00     0.00     0.00 -1 -7.25e-12      0.00 6.918e-01 2.929e-01 1.931e-03 1.583e-03 6.707e-03 -1.000 1.531e-02 0.933 1.115 1.690 1.730 0.393
0.0152 0.01508 9.53908 1.3964711428 2.5296235085    1.395  1.581  3.6685  2.627    3  0.000  0.384     0.00     0.00     0.00     0.00     0.00 -1  -8.5e-12      0.00 6.918e-01 2.929e-01 1.930e-03 1.584e-03 6.707e-03 -1.000 1.531e-02 0.817 1.009 1.591 1.631 0.281
0.0152 0.01508 9.53908 1.3971410990 2.5296885967    1.396  1.629  3.6657  2.568    3  0.000  0.383     0.00     0.00     0.00     0.00     0.00 -1 -1.01e-11      0.00 6.918e-01 2.929e-01 1.930e-03 1.585e-03 6.707e-03 -1.000 1.531e-02 0.697 0.899 1.489 1.529 0.165
0.0152 0.01508 9.53908 1.3977493048 2.5297474861    1.397  1.675  3.6630  2.512    3  0.000  0.383     0.00     0.00     0.00     0.00     0.00 -1  -1.2e-11      0.00 6.918e-01 2.929e-01 1.929e-03 1.585e-03 6.707e-03 -1.000 1.531e-02 0.582 0.794 1.392 1.432 0.054
0.0152 0.01508 9.53908 1.3983114958 2.5298018456    1.397  1.721  3.6602  2.455    3  0.000  0.383     0.00     0.00     0.00     0.00     0.00 -1 -1.42e-11      0.00 6.918e-01 2.929e-01 1.928e-03 1.586e-03 6.706e-03 -1.000 1.531e-02 0.468 0.690 1.297 1.338 -0.057
0.0152 0.01508 9.53908 1.3988331556 2.5298523903    1.398  1.766  3.6575  2.399    3  0.000  0.383     0.00     0.00     0.00     0.00     0.00 -1 -1.68e-11      0.00 6.918e-01 2.929e-01 1.928e-03 1.587e-03 6.706e-03 -1.000 1.531e-02 0.354 0.588 1.204 1.245 -0.167
0.0152 0.01508 9.53908 1.3993060589 2.5298981667    1.398  1.811  3.6547  2.343    3  0.000  0.383     0.00     0.00     0.00     0.00     0.00 -1 -1.98e-11      0.00 6.918e-01 2.929e-01 1.927e-03 1.587e-03 6.706e-03 -1.000 1.531e-02 0.242 0.487 1.114 1.155 -0.274
0.0152 0.01508 9.53908 1.3997429609 2.5299403667    1.398  1.856  3.6519  2.287    3  0.000  0.383     0.00     0.00     0.00     0.00     0.00 -1 -2.34e-11      0.00 6.918e-01 2.929e-01 1.927e-03 1.588e-03 6.706e-03 -1.000 1.531e-02 0.131 0.388 1.025 1.066 -0.381
0.0152 0.01508 9.53908 1.4000000954 2.5299651623    1.399  1.883  3.6501  2.253    3  0.000  0.383     0.00     0.00     0.00     0.00     0.00 -1 -2.59e-11      0.00 6.918e-01 2.929e-01 1.927e-03 1.588e-03 6.706e-03 -1.000 1.531e-02 0.062 0.326 0.969 1.010 -0.448
0.0152 0.01508 9.53908 1.4002968073 2.5299937725    1.399  1.911  3.6483  2.217    3  0.000  0.383     0.00     0.00     0.00     0.00     0.00 -1 -2.88e-11      0.00 6.918e-01 2.929e-01 1.926e-03 1.589e-03 6.706e-03 -1.000 1.531e-02 -0.008 0.264 0.914 0.955 -0.515
0.0152 0.01508 9.53908 1.4007179737 2.5300345421    1.399  1.955  3.6455  2.163    3  0.000  0.383     0.00     0.00     0.00     0.00     0.00 -1 -3.38e-11      0.00 6.918e-01 2.929e-01 1.926e-03 1.590e-03 6.706e-03 -1.000 1.531e-02 -0.116 0.168 0.829 0.871 -0.617
0.0152 0.01508 9.53908 1.4010925293 2.5300705433    1.399  1.996  3.6427  2.111    3  0.000  0.383     0.00     0.00     0.00     0.00     0.00 -1 -3.94e-11      0.00 6.918e-01 2.929e-01 1.926e-03 1.590e-03 6.706e-03 -1.000 1.531e-02 -0.220 0.077 0.749 0.791 -0.716
0.0152 0.01508 9.53908 1.4014493227 2.5301048756    1.400  2.039  3.6398  2.057    3  0.000  0.383     0.00     0.00     0.00     0.00     0.00 -1 -4.63e-11      0.00 6.917e-01 2.929e-01 1.925e-03 1.591e-03 6.706e-03 -1.000 1.531e-02 -0.327 -0.016 0.666 0.709 -0.817
0.0152 0.01508 9.53908 1.4017724991 2.5301361084    1.400  2.081  3.6369  2.003    3  0.000  0.383     0.00     0.00     0.00     0.00     0.00 -1 -5.41e-11      0.00 6.917e-01 2.930e-01 1.925e-03 1.591e-03 6.706e-03 -1.000 1.532e-02 -0.431 -0.106 0.589 0.631 -0.915
0.0152 0.01508 9.53908 1.4020687342 2.5301644802    1.400  2.122  3.6341  1.950    3  0.000  0.383     0.00     0.00     0.00     0.00     0.00 -1 -6.32e-11      0.00 6.917e-01 2.930e-01 1.925e-03 1.592e-03 6.706e-03 -1.000 1.532e-02 -0.535 -0.195 0.510 0.553 -1.010
0.0152 0.01508 9.53908 1.4023485184 2.5301914215    1.400  2.164  3.6311  1.897    3  0.000  0.383     0.00     0.00     0.00     0.00     0.00 -1 -7.41e-11      0.00 6.917e-01 2.930e-01 1.925e-03 1.592e-03 6.706e-03 -1.000 1.532e-02 -0.640 -0.285 0.430 0.473 -1.108
0.0152 0.01508 9.53908 1.4026013613 2.5302157402    1.400  2.205  3.6282  1.844    3  0.000  0.382     0.00     0.00     0.00     0.00     0.00 -1 -8.64e-11      0.00 6.917e-01 2.930e-01 1.924e-03 1.593e-03 6.706e-03 -1.000 1.532e-02 -0.743 -0.372 0.354 0.396 -1.201
0.0152 0.01508 9.53908 1.4028440714 2.5302391052    1.400  2.247  3.6252  1.790    3  0.000  0.382     0.00     0.00     0.00     0.00     0.00 -1 -1.01e-10      0.00 6.917e-01 2.930e-01 1.924e-03 1.593e-03 6.706e-03 -1.000 1.532e-02 -0.849 -0.461 0.275 0.318 -1.297
0.0152 0.01508 9.53908 1.4030592442 2.5302598476    1.401  2.288  3.6222  1.737    3  0.000  0.382     0.00     0.00     0.00     0.00     0.00 -1 -1.18e-10      0.00 6.917e-01 2.930e-01 1.924e-03 1.593e-03 6.706e-03 -1.000 1.532e-02 -0.950 -0.546 0.200 0.243 -1.389
0.0152 0.01508 9.53908 1.4032627344 2.5302793980    1.401  2.329  3.6192  1.684    3  0.000  0.382     0.00     0.00     0.00     0.00     0.00 -1 -1.38e-10      0.00 6.917e-01 2.930e-01 1.924e-03 1.594e-03 6.706e-03 -1.000 1.532e-02 -1.053 -0.632 0.124 0.167 -1.481
0.0152 0.01508 9.53908 1.4034516811 2.5302975178    1.401  2.370  3.6162  1.631    3  0.000  0.382     0.00     0.00     0.00     0.00     0.00 -1 -1.62e-10      0.00 6.916e-01 2.930e-01 1.924e-03 1.594e-03 6.706e-03 -1.000 1.532e-02 -1.156 -0.716 0.050 0.093 -1.573
0.0152 0.01508 9.53908 1.4036262035 2.5303142071    1.401  2.411  3.6131  1.577    3  0.000  0.382     0.00     0.00     0.00     0.00     0.00 -1 -1.89e-10      0.00 6.916e-01 2.930e-01 1.924e-03 1.594e-03 6.706e-03 -1.000 1.532e-02 -1.258 -0.800 -0.024 0.019 -1.663
0.0152 0.01508 9.53908 1.4037871361 2.5303297043    1.400  2.452  3.6100  1.524    3  0.000  0.382     0.00     0.00     0.00     0.00     0.00 -1  -2.2e-10      0.00 6.916e-01 2.930e-01 1.923e-03 1.594e-03 6.706e-03 -1.000 1.532e-02 -1.360 -0.883 -0.097 -0.055 -1.753
0.0152 0.01508 9.53908 1.4039336443 2.5303437710    1.400  2.492  3.6070  1.472    3  0.000  0.382     0.00     0.00     0.00     0.00     0.00 -1 -2.56e-10      0.00 6.916e-01 2.931e-01 1.923e-03 1.595e-03 6.706e-03 -1.000 1.532e-02 -1.459 -0.961 -0.163 -0.120 -1.840
0.0152 0.01508 9.53908 1.4040710926 2.5303568840    1.400  2.532  3.6038  1.419    3  0.000  0.382     0.00     0.00     0.00     0.00     0.00 -1 -2.99e-10      0.00 6.916e-01 2.931e-01 1.923e-03 1.595e-03 6.706e-03 -1.000 1.532e-02 -1.560 -1.040 -0.225 -0.182 -1.929
0.0152 0.01508 9.53908 1.4042003155 2.5303692818    1.400  2.572  3.6006  1.366    3  0.000  0.382     0.00     0.00     0.00     0.00     0.00 -1 -3.49e-10      0.00 6.916e-01 2.931e-01 1.923e-03 1.595e-03 6.706e-03 -1.000 1.532e-02 -1.661 -1.119 -0.287 -0.245 -2.018
0.0152 0.01508 9.53908 1.4043166637 2.5303804874    1.400  2.611  3.5975  1.315    3  0.000  0.382     0.00     0.00     0.00     0.00     0.00 -1 -4.05e-10      0.00 6.916e-01 2.931e-01 1.923e-03 1.595e-03 6.706e-03 -1.000 1.532e-02 -1.758 -1.191 -0.342 -0.299 -2.102
0.0152 0.01508 9.53908 1.4044264555 2.5303909779    1.400  2.650  3.5942  1.262    3  0.000  0.382     0.00     0.00     0.00     0.00     0.00 -1 -4.72e-10      0.00 6.916e-01 2.931e-01 1.923e-03 1.596e-03 6.706e-03 -1.000 1.532e-02 -1.856 -1.264 -0.394 -0.352 -2.186
0.0152 0.01508 9.53908 1.4045294523 2.5304007530    1.399  2.690  3.5909  1.210    3  0.000  0.382     0.00     0.00     0.00     0.00     0.00 -1 -5.49e-10      0.00 6.916e-01 2.931e-01 1.923e-03 1.596e-03 6.705e-03 -1.000 1.532e-02 -1.954 -1.336 -0.447 -0.405 -2.270
0.0152 0.01508 9.53908 1.4046226740 2.5304098129    1.399  2.727  3.5877  1.159    3  0.000  0.382     0.00     0.00     0.00     0.00     0.00 -1 -6.35e-10      0.00 6.916e-01 2.931e-01 1.923e-03 1.596e-03 6.705e-03 -1.000 1.532e-02 -2.049 -1.402 -0.491 -0.449 -2.349
0.0152 0.01508 9.53908 1.4047120810 2.5304183960    1.399  2.766  3.5844  1.107    3  0.000  0.382     0.00     0.00     0.00     0.00     0.00 -1 -7.38e-10      0.00 6.916e-01 2.931e-01 1.923e-03 1.596e-03 6.705e-03 -1.000 1.532e-02 -2.145 -1.468 -0.532 -0.490 -2.428
0.0152 0.01508 9.53908 1.4047958851 2.5304262638    1.399  2.804  3.5811  1.056    3  0.000  0.382     0.00     0.00     0.00     0.00     0.00 -1 -8.56e-10      0.00 6.916e-01 2.931e-01 1.923e-03 1.596e-03 6.705e-03 -1.000 1.532e-02 -2.241 -1.533 -0.573 -0.532 -2.507
0.0152 0.01508 9.53908 1.4048907757 2.5304355621    1.398  2.851  3.5769  0.992    3  0.000  0.382     0.00     0.00     0.00     0.00     0.00 -1 -1.03e-09      0.00 6.916e-01 2.931e-01 1.922e-03 1.596e-03 6.705e-03 -1.000 1.532e-02 -2.357 -1.606 -0.607 -0.566 -2.598
0.0152 0.01508 9.53908 1.4049774408 2.5304436684    1.397  2.897  3.5726  0.929    3  0.000  0.382     0.00     0.00     0.00     0.00     0.00 -1 -1.23e-09      0.00 6.916e-01 2.931e-01 1.922e-03 1.596e-03 6.705e-03 -1.000 1.532e-02 -2.472 -1.672 -0.630 -0.590 -2.686
0.0152 0.01508 9.53908 1.4050569534 2.5304512978    1.397  2.942  3.5683  0.867    3  0.000  0.382     0.00     0.00     0.00     0.00     0.00 -1 -1.47e-09      0.00 6.916e-01 2.931e-01 1.922e-03 1.597e-03 6.705e-03 -1.000 1.532e-02 -2.584 -1.732 -0.641 -0.601 -2.769
0.0152 0.01508 9.53908 1.4051306248 2.5304584503    1.396  2.986  3.5640  0.805    3  0.000  0.382     0.00     0.00     0.00     0.00     0.00 -1 -1.75e-09      0.00 6.916e-01 2.931e-01 1.922e-03 1.597e-03 6.705e-03 -1.000 1.532e-02 -2.695 -1.784 -0.634 -0.595 -2.846
0.0152 0.01508 9.53908 1.4051991701 2.5304648876    1.395  3.030  3.5596  0.743    3  0.000  0.382     0.00     0.00     0.00     0.00     0.00 -1 -2.08e-09      0.00 6.916e-01 2.931e-01 1.922e-03 1.597e-03 6.705e-03 -1.000 1.532e-02 -2.804 -1.834 -0.624 -0.585 -2.921
0.0152 0.01508 9.53908 1.4052625895 2.5304710865    1.394  3.073  3.5552  0.682    3  0.000  0.382     0.00     0.00     0.00     0.00     0.00 -1 -2.48e-09      0.00 6.916e-01 2.931e-01 1.922e-03 1.597e-03 6.705e-03 -1.000 1.532e-02 -2.912 -1.874 -0.586 -0.549 -2.988
0.0152 0.01508 9.53908 1.4053211212 2.5304765701    1.393  3.115  3.5508  0.622    3  0.000  0.382     0.00     0.00     0.00     0.00     0.00 -1 -2.94e-09      0.00 6.916e-01 2.931e-01 1.922e-03 1.597e-03 6.705e-03 -1.000 1.532e-02 -3.018 -1.910 -0.545 -0.509 -3.053
0.0152 0.01508 9.53908 1.4053750038 2.5304818153    1.392  3.157  3.5463  0.562    3  0.000  0.382     0.00     0.00     0.00     0.00     0.00 -1 -3.48e-09      0.00 6.916e-01 2.931e-01 1.922e-03 1.597e-03 6.705e-03 -1.000 1.532e-02 -3.123 -1.935 -0.477 -0.442 -3.106
0.0152 0.01508 9.53908 1.4054261446 2.5304868221    1.391  3.199  3.5418  0.502    3  0.000  0.382     0.00     0.00     0.00     0.00     0.00 -1 -4.12e-09      0.00 6.916e-01 2.931e-01 1.922e-03 1.597e-03 6.705e-03 -1.000 1.532e-02 -3.227 -1.955 -0.400 -0.365 -3.157
0.0152 0.01508 9.53908 1.4054735899 2.5304913521    1.390  3.240  3.5372  0.442    3  0.000  0.382     0.00     0.00     0.00     0.00     0.00 -1 -4.88e-09      0.00 6.916e-01 2.931e-01 1.922e-03 1.597e-03 6.705e-03 -1.000 1.532e-02 -3.329 -1.964 -0.295 -0.262 -3.196
0.0152 0.01508 9.53908 1.4055178165 2.5304954052    1.388  3.280  3.5326  0.383    3  0.000  0.382     0.00     0.00     0.00     0.00     0.00 -1 -5.75e-09      0.00 6.916e-01 2.931e-01 1.922e-03 1.597e-03 6.705e-03 -1.000 1.532e-02 -3.429 -1.965 -0.177 -0.145 -3.228
0.0152 0.01508 9.53908 1.4055596590 2.5304994583    1.386  3.319  3.5279  0.324    3  0.000  0.382     0.00     0.00     0.00     0.00     0.00 -1 -6.79e-09      0.00 6.916e-01 2.931e-01 1.922e-03 1.597e-03 6.705e-03 -1.000 1.532e-02 -3.528 -1.956 -0.041 -0.012 -3.248
0.0152 0.01508 9.53908 1.4055986404 2.5305032730    1.385  3.358  3.5233  0.267    3  0.000  0.382     0.00     0.00     0.00     0.00     0.00 -1 -7.97e-09      0.00 6.916e-01 2.931e-01 1.922e-03 1.597e-03 6.705e-03 -1.000 1.532e-02 -3.624 -1.932 0.117 0.143 -3.252
0.0152 0.01508 9.53908 1.4056389332 2.5305070877    1.382  3.396  3.5187  0.210    3  0.000  0.382     0.00     0.00     0.00     0.00     0.00 -1 -9.38e-09      0.00 6.916e-01 2.931e-01 1.922e-03 1.597e-03 6.705e-03 -1.000 1.532e-02 -3.719 -1.897 0.295 0.319 -3.245
0.0152 0.01508 9.53908 1.4056389332 2.5305070877    1.382  1.733  3.6749  2.497    4  0.000  0.385     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.874e-01 2.972e-01 1.939e-03 1.604e-03 6.719e-03 -1.000 1.541e-02 0.437 0.606 1.169 1.208 -0.106
0.0152 0.01508 9.53908 1.4060598612 2.5305473804    1.383  1.747  3.6738  2.479    4  0.000  0.385     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.874e-01 2.972e-01 1.939e-03 1.605e-03 6.719e-03 -1.000 1.541e-02 0.404 0.577 1.142 1.182 -0.138
0.0152 0.01508 9.53908 1.4064980745 2.5305891037    1.383  1.752  3.6735  2.473    4  0.000  0.385     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.874e-01 2.972e-01 1.938e-03 1.606e-03 6.719e-03 -1.000 1.541e-02 0.390 0.564 1.131 1.170 -0.151
0.0152 0.01508 9.53908 1.4069474936 2.5306320190    1.384  1.752  3.6737  2.474    4  0.000  0.384     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.874e-01 2.972e-01 1.938e-03 1.606e-03 6.719e-03 -1.000 1.541e-02 0.391 0.564 1.130 1.169 -0.151
0.0152 0.01508 9.53908 1.4073954821 2.5306749344    1.384  1.750  3.6741  2.477    4  0.000  0.384     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.874e-01 2.972e-01 1.937e-03 1.607e-03 6.719e-03 -1.000 1.541e-02 0.394 0.566 1.131 1.170 -0.148
0.0152 0.01508 9.53908 1.4078389406 2.5307171345    1.385  1.749  3.6744  2.480    4  0.000  0.384     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.874e-01 2.972e-01 1.936e-03 1.607e-03 6.719e-03 -1.000 1.541e-02 0.397 0.568 1.132 1.171 -0.145
0.0152 0.01508 9.53908 1.4082530737 2.5307564735    1.385  1.748  3.6747  2.482    4  0.000  0.384     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.874e-01 2.972e-01 1.936e-03 1.608e-03 6.719e-03 -1.000 1.541e-02 0.400 0.570 1.133 1.172 -0.143
0.0152 0.01508 9.53908 1.4086967707 2.5307989120    1.386  1.747  3.6750  2.485    4  0.000  0.384     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.874e-01 2.972e-01 1.935e-03 1.609e-03 6.719e-03 -1.000 1.541e-02 0.403 0.572 1.134 1.173 -0.140
0.0152 0.01508 9.53908 1.4091577530 2.5308427811    1.386  1.746  3.6754  2.488    4  0.000  0.384     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.874e-01 2.972e-01 1.935e-03 1.609e-03 6.719e-03 -1.000 1.541e-02 0.406 0.574 1.135 1.174 -0.137
0.0152 0.01508 9.53908 1.4095917940 2.5308840275    1.387  1.745  3.6757  2.490    4  0.000  0.384     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.873e-01 2.972e-01 1.934e-03 1.610e-03 6.719e-03 -1.000 1.541e-02 0.409 0.575 1.135 1.174 -0.135
0.0152 0.01508 9.53908 1.4100463390 2.5309271812    1.387  1.744  3.6760  2.492    4  0.000  0.384     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.873e-01 2.972e-01 1.934e-03 1.611e-03 6.719e-03 -1.000 1.541e-02 0.410 0.576 1.135 1.174 -0.134
0.0152 0.01508 9.53908 1.4104729891 2.5309677124    1.388  1.743  3.6762  2.494    4  0.000  0.384     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.873e-01 2.973e-01 1.933e-03 1.611e-03 6.718e-03 -1.000 1.541e-02 0.411 0.576 1.135 1.174 -0.133
0.0152 0.01508 9.53908 1.4109351635 2.5310115814    1.388  1.743  3.6765  2.495    4  0.000  0.383     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.873e-01 2.973e-01 1.933e-03 1.612e-03 6.718e-03 -1.000 1.541e-02 0.412 0.576 1.134 1.173 -0.132
0.0152 0.01508 9.53908 1.4113789797 2.5310535431    1.389  1.743  3.6767  2.496    4  0.000  0.383     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.873e-01 2.973e-01 1.932e-03 1.613e-03 6.718e-03 -1.000 1.541e-02 0.412 0.576 1.133 1.172 -0.132
0.0152 0.01508 9.53908 1.4117797613 2.5310914516    1.389  1.743  3.6769  2.497    4  0.000  0.383     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.873e-01 2.973e-01 1.932e-03 1.613e-03 6.718e-03 -1.000 1.541e-02 0.413 0.575 1.132 1.171 -0.132
0.0152 0.01508 9.53908 1.4118287563 2.5310962200    1.389  1.743  3.6769  2.497    4  0.000  0.383     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.873e-01 2.973e-01 1.932e-03 1.613e-03 6.718e-03 -1.000 1.541e-02 0.412 0.575 1.132 1.171 -0.132
0.0152 0.01508 9.53908 1.4122751951 2.5311384201    1.390  1.743  3.6771  2.498    4  0.000  0.383     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.873e-01 2.973e-01 1.931e-03 1.614e-03 6.718e-03 -1.000 1.541e-02 0.412 0.574 1.130 1.169 -0.133
0.0152 0.01508 9.53908 1.4127190113 2.5311803818    1.390  1.743  3.6772  2.499    4  0.000  0.383     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.873e-01 2.973e-01 1.931e-03 1.614e-03 6.718e-03 -1.000 1.541e-02 0.412 0.573 1.128 1.168 -0.134
0.0152 0.01508 9.53908 1.4131488800 2.5312211514    1.391  1.744  3.6773  2.499    4  0.000  0.383     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.873e-01 2.973e-01 1.930e-03 1.615e-03 6.718e-03 -1.000 1.541e-02 0.410 0.571 1.126 1.166 -0.135
0.0152 0.01508 9.53908 1.4136068821 2.5312643051    1.391  1.745  3.6774  2.498    4  0.000  0.383     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.873e-01 2.973e-01 1.930e-03 1.616e-03 6.718e-03 -1.000 1.541e-02 0.408 0.569 1.124 1.163 -0.137
0.0152 0.01508 9.53908 1.4140439034 2.5313055515    1.392  1.746  3.6775  2.498    4  0.000  0.383     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.873e-01 2.973e-01 1.929e-03 1.616e-03 6.718e-03 -1.000 1.541e-02 0.406 0.567 1.121 1.160 -0.140
